City,State,Date,AccidentCount,AverageSeverity,MaxSeverity,HighSeverityFlag,Temperature,Precipitation,Is_Holiday,Year,Month,DayOfWeek,is_weekend,Season,is_rainy,AccidentCount_lag1,AccidentCount_7d_ma
Chicago,IL,2021-09-21,31,2.774193548387097,4,1,,,0,2021,9,1,0,Fall,0,33.0,20.571428571428573
Chicago,IL,2021-09-22,33,2.787878787878788,3,1,,,0,2021,9,2,0,Fall,0,31.0,20.857142857142858
Chicago,IL,2021-09-23,19,2.9473684210526314,3,1,,,0,2021,9,3,0,Fall,0,33.0,20.571428571428573
Chicago,IL,2021-09-24,21,2.9523809523809526,3,1,,,0,2021,9,4,0,Fall,0,19.0,21.0
Chicago,IL,2021-09-26,2,2.5,3,1,,,0,2021,9,6,1,Fall,0,21.0,20.285714285714285
Chicago,IL,2021-09-27,23,2.739130434782609,3,1,,,0,2021,9,0,0,Fall,0,2.0,23.142857142857142
Chicago,IL,2021-09-28,15,2.6666666666666665,3,1,,,0,2021,9,1,0,Fall,0,23.0,20.571428571428573
Chicago,IL,2021-09-29,20,2.75,3,1,,,0,2021,9,2,0,Fall,0,15.0,19.0
Chicago,IL,2021-09-30,29,2.8620689655172415,3,1,,,0,2021,9,3,0,Fall,0,20.0,18.428571428571427
Chicago,IL,2021-10-04,1,3.0,3,1,,,0,2021,10,0,0,Fall,0,29.0,15.857142857142858
Chicago,IL,2021-10-05,10,2.6,3,1,,,0,2021,10,1,0,Fall,0,1.0,14.285714285714286
Chicago,IL,2021-10-06,14,3.0,3,1,,,0,2021,10,2,0,Fall,0,10.0,16.0
Chicago,IL,2021-10-07,38,2.8421052631578947,3,1,,,0,2021,10,3,0,Fall,0,14.0,18.142857142857142
Chicago,IL,2021-10-08,20,2.65,3,1,,,0,2021,10,4,0,Fall,0,38.0,18.857142857142858
Chicago,IL,2021-10-09,2,3.0,3,1,,,0,2021,10,5,1,Fall,0,20.0,16.285714285714285
Chicago,IL,2021-10-10,3,2.3333333333333335,3,1,,,0,2021,10,6,1,Fall,0,2.0,12.571428571428571
Chicago,IL,2021-10-11,23,2.782608695652174,3,1,,,1,2021,10,0,0,Fall,0,3.0,15.714285714285714
Chicago,IL,2021-10-12,27,2.7037037037037037,3,1,,,0,2021,10,1,0,Fall,0,23.0,18.142857142857142
Chicago,IL,2021-10-13,22,2.8181818181818183,3,1,,,0,2021,10,2,0,Fall,0,27.0,19.285714285714285
Chicago,IL,2021-10-14,25,2.96,3,1,,,0,2021,10,3,0,Fall,0,22.0,17.428571428571427
Chicago,IL,2021-10-15,17,3.0,3,1,,,0,2021,10,4,0,Fall,0,25.0,17.0
Chicago,IL,2021-10-18,6,3.0,3,1,,,0,2021,10,0,0,Fall,0,17.0,17.571428571428573
Chicago,IL,2021-10-19,18,2.7222222222222223,3,1,,,0,2021,10,1,0,Fall,0,6.0,19.714285714285715
Chicago,IL,2021-10-20,21,2.9047619047619047,3,1,,,0,2021,10,2,0,Fall,0,18.0,19.428571428571427
Chicago,IL,2021-10-21,21,2.8095238095238093,3,1,,,0,2021,10,3,0,Fall,0,21.0,18.571428571428573
Chicago,IL,2021-10-22,16,2.6875,3,1,,,0,2021,10,4,0,Fall,0,21.0,17.714285714285715
Chicago,IL,2021-10-25,13,2.3846153846153846,3,1,,,0,2021,10,0,0,Fall,0,16.0,16.0
Chicago,IL,2021-10-26,10,2.7,3,1,,,0,2021,10,1,0,Fall,0,13.0,15.0
Chicago,IL,2021-10-27,26,2.8461538461538463,3,1,,,0,2021,10,2,0,Fall,0,10.0,17.857142857142858
Chicago,IL,2021-10-28,14,2.7142857142857144,3,1,,,0,2021,10,3,0,Fall,0,26.0,17.285714285714285
Chicago,IL,2021-10-29,15,2.8,3,1,,,0,2021,10,4,0,Fall,0,14.0,16.428571428571427
Chicago,IL,2021-10-30,2,3.0,3,1,,,0,2021,10,5,1,Fall,0,15.0,13.714285714285714
Chicago,IL,2021-11-01,8,2.375,3,1,,,0,2021,11,0,0,Fall,0,2.0,12.571428571428571
Chicago,IL,2021-11-02,18,2.7222222222222223,3,1,,,0,2021,11,1,0,Fall,0,8.0,13.285714285714286
Chicago,IL,2021-11-03,16,2.8125,3,1,,,0,2021,11,2,0,Fall,0,18.0,14.142857142857142
Chicago,IL,2021-11-04,16,2.875,3,1,,,0,2021,11,3,0,Fall,0,16.0,12.714285714285714
Chicago,IL,2021-11-05,16,3.0625,4,1,,,0,2021,11,4,0,Fall,0,16.0,13.0
Chicago,IL,2021-11-06,4,3.0,3,1,,,0,2021,11,5,1,Fall,0,16.0,11.428571428571429
Chicago,IL,2021-11-07,3,3.0,3,1,,,0,2021,11,6,1,Fall,0,4.0,11.571428571428571
Chicago,IL,2021-11-08,15,2.8666666666666667,3,1,,,0,2021,11,0,0,Fall,0,3.0,12.571428571428571
Chicago,IL,2021-11-09,5,2.8,3,1,,,0,2021,11,1,0,Fall,0,15.0,10.714285714285714
Chicago,IL,2021-11-10,13,2.6153846153846154,3,1,,,0,2021,11,2,0,Fall,0,5.0,10.285714285714286
Chicago,IL,2021-11-11,4,3.0,3,1,,,1,2021,11,3,0,Fall,0,13.0,8.571428571428571
Chicago,IL,2021-11-12,16,2.6875,3,1,,,0,2021,11,4,0,Fall,0,4.0,8.571428571428571
Chicago,IL,2021-11-13,2,3.0,3,1,,,0,2021,11,5,1,Fall,0,16.0,8.285714285714286
Chicago,IL,2021-11-14,1,3.0,3,1,,,0,2021,11,6,1,Fall,0,2.0,8.0
Chicago,IL,2021-11-15,13,2.8461538461538463,3,1,,,0,2021,11,0,0,Fall,0,1.0,7.714285714285714
Chicago,IL,2021-11-16,16,2.75,3,1,,,0,2021,11,1,0,Fall,0,13.0,9.285714285714286
Chicago,IL,2021-11-17,20,2.85,3,1,,,0,2021,11,2,0,Fall,0,16.0,10.285714285714286
Chicago,IL,2021-11-18,10,2.5,3,1,,,0,2021,11,3,0,Fall,0,20.0,11.142857142857142
Chicago,IL,2021-11-19,14,2.5,3,1,,,0,2021,11,4,0,Fall,0,10.0,10.857142857142858
Chicago,IL,2021-11-21,2,2.0,2,0,,,0,2021,11,6,1,Fall,0,14.0,10.857142857142858
Chicago,IL,2021-11-22,4,2.5,3,1,,,0,2021,11,0,0,Fall,0,2.0,11.285714285714286
Chicago,IL,2021-11-23,9,2.7777777777777777,3,1,,,0,2021,11,1,0,Fall,0,4.0,10.714285714285714
Chicago,IL,2021-11-24,4,2.75,3,1,,,1,2021,11,2,0,Fall,0,9.0,9.0
Chicago,IL,2021-11-25,16,2.875,3,1,,,1,2021,11,3,0,Fall,0,4.0,8.428571428571429
Chicago,IL,2021-11-26,11,2.727272727272727,3,1,,,0,2021,11,4,0,Fall,0,16.0,8.571428571428571
Chicago,IL,2021-11-28,3,3.0,3,1,,,0,2021,11,6,1,Fall,0,11.0,7.0
Chicago,IL,2021-11-29,9,2.7777777777777777,3,1,,,0,2021,11,0,0,Fall,0,3.0,8.0
Chicago,IL,2021-11-30,11,2.6363636363636362,3,1,,,0,2021,11,1,0,Fall,0,9.0,9.0
Chicago,IL,2021-12-01,15,2.6,3,1,,,0,2021,12,2,0,Winter,0,11.0,9.857142857142858
Chicago,IL,2021-12-02,16,2.6875,3,1,,,0,2021,12,3,0,Winter,0,15.0,11.571428571428571
Chicago,IL,2021-12-03,6,2.5,3,1,,,0,2021,12,4,0,Winter,0,16.0,10.142857142857142
Chicago,IL,2021-12-04,1,3.0,3,1,,,0,2021,12,5,1,Winter,0,6.0,8.714285714285714
Chicago,IL,2021-12-05,1,3.0,3,1,,,0,2021,12,6,1,Winter,0,1.0,8.428571428571429
Chicago,IL,2021-12-06,16,2.75,3,1,,,0,2021,12,0,0,Winter,0,1.0,9.428571428571429
Chicago,IL,2021-12-07,9,2.4444444444444446,3,1,,,0,2021,12,1,0,Winter,0,16.0,9.142857142857142
Chicago,IL,2021-12-08,13,2.6923076923076925,3,1,,,0,2021,12,2,0,Winter,0,9.0,8.857142857142858
Chicago,IL,2021-12-09,13,2.5384615384615383,3,1,,,0,2021,12,3,0,Winter,0,13.0,8.428571428571429
Chicago,IL,2021-12-10,11,2.727272727272727,3,1,,,0,2021,12,4,0,Winter,0,13.0,9.142857142857142
Chicago,IL,2021-12-11,1,2.0,2,0,,,0,2021,12,5,1,Winter,0,11.0,9.142857142857142
Chicago,IL,2021-12-13,15,2.8666666666666667,3,1,,,0,2021,12,0,0,Winter,0,1.0,11.142857142857142
Chicago,IL,2021-12-14,5,3.0,3,1,,,0,2021,12,1,0,Winter,0,15.0,9.571428571428571
Chicago,IL,2021-12-15,20,2.45,3,1,,,0,2021,12,2,0,Winter,0,5.0,11.142857142857142
Chicago,IL,2021-12-16,8,2.625,3,1,,,0,2021,12,3,0,Winter,0,20.0,10.428571428571429
Chicago,IL,2021-12-17,12,2.6666666666666665,3,1,,,0,2021,12,4,0,Winter,0,8.0,10.285714285714286
Chicago,IL,2021-12-20,13,2.8461538461538463,3,1,,,0,2021,12,0,0,Winter,0,12.0,10.571428571428571
Chicago,IL,2021-12-21,5,2.6,3,1,,,0,2021,12,1,0,Winter,0,13.0,11.142857142857142
Chicago,IL,2021-12-22,8,2.375,3,1,,,0,2021,12,2,0,Winter,0,5.0,10.142857142857142
Chicago,IL,2021-12-23,2,3.0,3,1,,,0,2021,12,3,0,Winter,0,8.0,9.714285714285714
Chicago,IL,2021-12-24,8,3.0,3,1,,,1,2021,12,4,0,Winter,0,2.0,8.0
Chicago,IL,2021-12-25,3,2.6666666666666665,3,1,,,1,2021,12,5,1,Winter,0,8.0,7.285714285714286
Chicago,IL,2021-12-27,8,2.625,3,1,,,0,2021,12,0,0,Winter,0,3.0,6.714285714285714
Chicago,IL,2021-12-28,3,2.6666666666666665,3,1,,,0,2021,12,1,0,Winter,0,8.0,5.285714285714286
Chicago,IL,2021-12-29,21,2.8095238095238093,3,1,,,0,2021,12,2,0,Winter,0,3.0,7.571428571428571
Chicago,IL,2021-12-30,16,2.6875,3,1,,,0,2021,12,3,0,Winter,0,21.0,8.714285714285714
Chicago,IL,2021-12-31,3,2.6666666666666665,3,1,,,1,2021,12,4,0,Winter,0,16.0,8.857142857142858
Houston,TX,2016-06-14,2,2.0,2,0,,,0,2016,6,1,0,Summer,0,,2.0
Houston,TX,2016-06-17,2,2.5,3,1,,,0,2016,6,4,0,Summer,0,2.0,2.0
Houston,TX,2016-06-21,63,2.126984126984127,3,1,,,0,2016,6,1,0,Summer,0,2.0,22.333333333333332
Houston,TX,2016-06-22,94,2.1808510638297873,3,1,,,0,2016,6,2,0,Summer,0,63.0,40.25
Houston,TX,2016-06-23,90,2.2,4,1,,,0,2016,6,3,0,Summer,0,94.0,50.2
Houston,TX,2016-06-24,44,2.3863636363636362,4,1,,,0,2016,6,4,0,Summer,0,90.0,49.166666666666664
Houston,TX,2016-06-25,7,3.0,4,1,,,0,2016,6,5,1,Summer,0,44.0,43.142857142857146
Houston,TX,2016-06-26,5,2.8,3,1,,,0,2016,6,6,1,Summer,0,7.0,43.57142857142857
Houston,TX,2016-06-27,64,2.21875,3,1,,,0,2016,6,0,0,Summer,0,5.0,52.42857142857143
Houston,TX,2016-06-28,95,2.136842105263158,3,1,,,0,2016,6,1,0,Summer,0,64.0,57.0
Houston,TX,2016-06-29,104,2.2884615384615383,3,1,,,0,2016,6,2,0,Summer,0,95.0,58.42857142857143
Houston,TX,2016-06-30,77,2.220779220779221,4,1,,,0,2016,6,3,0,Summer,0,104.0,56.57142857142857
Houston,TX,2016-07-01,58,2.2241379310344827,3,1,,,0,2016,7,4,0,Summer,0,77.0,58.57142857142857
Houston,TX,2016-07-02,24,2.0833333333333335,3,1,,,0,2016,7,5,1,Summer,0,58.0,61.0
Houston,TX,2016-07-03,27,2.074074074074074,3,1,,,0,2016,7,6,1,Summer,0,24.0,64.14285714285714
Houston,TX,2016-07-04,41,2.268292682926829,4,1,,,1,2016,7,0,0,Summer,0,27.0,60.857142857142854
Houston,TX,2016-07-05,99,2.242424242424242,3,1,,,0,2016,7,1,0,Summer,0,41.0,61.42857142857143
Houston,TX,2016-07-06,80,2.225,3,1,,,0,2016,7,2,0,Summer,0,99.0,58.0
Houston,TX,2016-07-07,72,2.2777777777777777,4,1,,,0,2016,7,3,0,Summer,0,80.0,57.285714285714285
Houston,TX,2016-07-08,79,2.189873417721519,3,1,,,0,2016,7,4,0,Summer,0,72.0,60.285714285714285
Houston,TX,2016-07-09,28,2.3214285714285716,4,1,,,0,2016,7,5,1,Summer,0,79.0,60.857142857142854
Houston,TX,2016-07-10,21,2.2857142857142856,3,1,,,0,2016,7,6,1,Summer,0,28.0,60.0
Houston,TX,2016-07-11,79,2.2151898734177213,3,1,,,0,2016,7,0,0,Summer,0,21.0,65.42857142857143
Houston,TX,2016-07-12,79,2.2151898734177213,3,1,,,0,2016,7,1,0,Summer,0,79.0,62.57142857142857
Houston,TX,2016-07-13,92,2.2717391304347827,3,1,,,0,2016,7,2,0,Summer,0,79.0,64.28571428571429
Houston,TX,2016-07-14,72,2.25,3,1,,,0,2016,7,3,0,Summer,0,92.0,64.28571428571429
Houston,TX,2016-07-15,53,2.339622641509434,3,1,,,0,2016,7,4,0,Summer,0,72.0,60.57142857142857
Houston,TX,2016-07-16,33,2.212121212121212,3,1,,,0,2016,7,5,1,Summer,0,53.0,61.285714285714285
Houston,TX,2016-07-17,1,3.0,3,1,,,0,2016,7,6,1,Summer,0,33.0,58.42857142857143
Houston,TX,2016-07-18,66,2.212121212121212,4,1,,,0,2016,7,0,0,Summer,0,1.0,56.57142857142857
Houston,TX,2016-07-19,72,2.25,3,1,,,0,2016,7,1,0,Summer,0,66.0,55.57142857142857
Houston,TX,2016-07-20,82,2.2804878048780486,3,1,,,0,2016,7,2,0,Summer,0,72.0,54.142857142857146
Houston,TX,2016-07-21,86,2.2790697674418605,4,1,,,0,2016,7,3,0,Summer,0,82.0,56.142857142857146
Houston,TX,2016-07-22,124,2.225806451612903,3,1,,,0,2016,7,4,0,Summer,0,86.0,66.28571428571429
Houston,TX,2016-07-23,30,2.066666666666667,3,1,,,0,2016,7,5,1,Summer,0,124.0,65.85714285714286
Houston,TX,2016-07-24,21,2.142857142857143,3,1,,,0,2016,7,6,1,Summer,0,30.0,68.71428571428571
Houston,TX,2016-07-25,71,2.23943661971831,3,1,,,0,2016,7,0,0,Summer,0,21.0,69.42857142857143
Houston,TX,2016-07-26,117,2.3504273504273505,3,1,,,0,2016,7,1,0,Summer,0,71.0,75.85714285714286
Houston,TX,2016-07-27,86,2.2093023255813953,3,1,,,0,2016,7,2,0,Summer,0,117.0,76.42857142857143
Houston,TX,2016-07-28,86,2.244186046511628,3,1,,,0,2016,7,3,0,Summer,0,86.0,76.42857142857143
Houston,TX,2016-07-29,71,2.1549295774647885,3,1,,,0,2016,7,4,0,Summer,0,86.0,68.85714285714286
Houston,TX,2016-07-30,34,2.176470588235294,3,1,,,0,2016,7,5,1,Summer,0,71.0,69.42857142857143
Houston,TX,2016-07-31,28,2.107142857142857,3,1,,,0,2016,7,6,1,Summer,0,34.0,70.42857142857143
Houston,TX,2016-08-01,69,2.289855072463768,4,1,,,0,2016,8,0,0,Summer,0,28.0,70.14285714285714
Houston,TX,2016-08-02,76,2.276315789473684,4,1,,,0,2016,8,1,0,Summer,0,69.0,64.28571428571429
Houston,TX,2016-08-03,21,2.380952380952381,3,1,,,0,2016,8,2,0,Summer,0,76.0,55.0
Houston,TX,2016-08-04,67,2.2388059701492535,3,1,,,0,2016,8,3,0,Summer,0,21.0,52.285714285714285
Houston,TX,2016-08-05,90,2.2555555555555555,4,1,,,0,2016,8,4,0,Summer,0,67.0,55.0
Houston,TX,2016-08-07,13,2.6923076923076925,3,1,,,0,2016,8,6,1,Summer,0,90.0,52.0
Houston,TX,2016-08-08,73,2.1780821917808217,3,1,,,0,2016,8,0,0,Summer,0,13.0,58.42857142857143
Houston,TX,2016-08-09,83,2.1927710843373496,3,1,,,0,2016,8,1,0,Summer,0,73.0,60.42857142857143
Houston,TX,2016-08-10,88,2.3295454545454546,4,1,,,0,2016,8,2,0,Summer,0,83.0,62.142857142857146
Houston,TX,2016-08-11,77,2.116883116883117,3,1,,,0,2016,8,3,0,Summer,0,88.0,70.14285714285714
Houston,TX,2016-08-12,79,2.2658227848101267,3,1,,,0,2016,8,4,0,Summer,0,77.0,71.85714285714286
Houston,TX,2016-08-13,26,2.1923076923076925,4,1,,,0,2016,8,5,1,Summer,0,79.0,62.714285714285715
Houston,TX,2016-08-14,28,2.142857142857143,4,1,,,0,2016,8,6,1,Summer,0,26.0,64.85714285714286
Houston,TX,2016-08-15,78,2.2435897435897436,3,1,,,0,2016,8,0,0,Summer,0,28.0,65.57142857142857
Houston,TX,2016-08-16,83,2.2409638554216866,3,1,,,0,2016,8,1,0,Summer,0,78.0,65.57142857142857
Houston,TX,2016-08-17,96,2.3125,4,1,,,0,2016,8,2,0,Summer,0,83.0,66.71428571428571
Houston,TX,2016-08-18,87,2.2758620689655173,3,1,,,0,2016,8,3,0,Summer,0,96.0,68.14285714285714
Houston,TX,2016-08-19,80,2.3,3,1,,,0,2016,8,4,0,Summer,0,87.0,68.28571428571429
Houston,TX,2016-08-20,14,2.0714285714285716,3,1,,,0,2016,8,5,1,Summer,0,80.0,66.57142857142857
Houston,TX,2016-08-21,13,2.5384615384615383,3,1,,,0,2016,8,6,1,Summer,0,14.0,64.42857142857143
Houston,TX,2016-08-22,98,2.2142857142857144,3,1,,,0,2016,8,0,0,Summer,0,13.0,67.28571428571429
Houston,TX,2016-08-23,76,2.223684210526316,3,1,,,0,2016,8,1,0,Summer,0,98.0,66.28571428571429
Houston,TX,2016-08-24,97,2.2268041237113403,4,1,,,0,2016,8,2,0,Summer,0,76.0,66.42857142857143
Houston,TX,2016-08-25,98,2.2244897959183674,3,1,,,0,2016,8,3,0,Summer,0,97.0,68.0
Houston,TX,2016-08-26,74,2.2162162162162162,3,1,,,0,2016,8,4,0,Summer,0,98.0,67.14285714285714
Houston,TX,2016-08-27,38,2.236842105263158,3,1,,,0,2016,8,5,1,Summer,0,74.0,70.57142857142857
Houston,TX,2016-08-28,43,2.302325581395349,3,1,,,0,2016,8,6,1,Summer,0,38.0,74.85714285714286
Houston,TX,2016-08-29,107,2.3738317757009346,3,1,,,0,2016,8,0,0,Summer,0,43.0,76.14285714285714
Houston,TX,2016-08-30,85,2.2470588235294118,3,1,,,0,2016,8,1,0,Summer,0,107.0,77.42857142857143
Houston,TX,2016-08-31,101,2.2475247524752477,4,1,,,0,2016,8,2,0,Summer,0,85.0,78.0
Houston,TX,2016-09-01,112,2.2410714285714284,3,1,,,0,2016,9,3,0,Fall,0,101.0,80.0
Houston,TX,2016-09-02,110,2.272727272727273,4,1,,,0,2016,9,4,0,Fall,0,112.0,85.14285714285714
Houston,TX,2016-09-03,20,2.8,4,1,,,1,2016,9,5,1,Fall,0,110.0,82.57142857142857
Houston,TX,2016-09-04,38,2.1842105263157894,3,1,,,1,2016,9,6,1,Fall,0,20.0,81.85714285714286
Houston,TX,2016-09-05,47,2.1914893617021276,3,1,,,1,2016,9,0,0,Fall,0,38.0,73.28571428571429
Houston,TX,2016-09-06,105,2.2,3,1,,,0,2016,9,1,0,Fall,0,47.0,76.14285714285714
Houston,TX,2016-09-07,85,2.2470588235294118,3,1,,,0,2016,9,2,0,Fall,0,105.0,73.85714285714286
Houston,TX,2016-09-08,105,2.2666666666666666,3,1,,,0,2016,9,3,0,Fall,0,85.0,72.85714285714286
Houston,TX,2016-09-09,103,2.2233009708737863,3,1,,,0,2016,9,4,0,Fall,0,105.0,71.85714285714286
Houston,TX,2016-09-10,29,2.0,2,0,,,0,2016,9,5,1,Fall,0,103.0,73.14285714285714
Houston,TX,2016-09-11,25,2.12,3,1,,,0,2016,9,6,1,Fall,0,29.0,71.28571428571429
Houston,TX,2016-09-12,95,2.231578947368421,3,1,,,0,2016,9,0,0,Fall,0,25.0,78.14285714285714
Houston,TX,2016-09-13,94,2.25531914893617,4,1,,,0,2016,9,1,0,Fall,0,95.0,76.57142857142857
Houston,TX,2016-09-14,95,2.221052631578947,3,1,,,0,2016,9,2,0,Fall,0,94.0,78.0
Houston,TX,2016-09-15,91,2.197802197802198,3,1,,,0,2016,9,3,0,Fall,0,95.0,76.0
Houston,TX,2016-09-16,88,2.3068181818181817,4,1,,,0,2016,9,4,0,Fall,0,91.0,73.85714285714286
Houston,TX,2016-09-17,26,2.076923076923077,3,1,,,0,2016,9,5,1,Fall,0,88.0,73.42857142857143
Houston,TX,2016-09-18,15,2.1333333333333333,3,1,,,0,2016,9,6,1,Fall,0,26.0,72.0
Houston,TX,2016-09-19,46,2.239130434782609,3,1,,,0,2016,9,0,0,Fall,0,15.0,65.0
Houston,TX,2016-09-20,64,2.234375,3,1,,,0,2016,9,1,0,Fall,0,46.0,60.714285714285715
Houston,TX,2016-09-21,73,2.2054794520547945,3,1,,,0,2016,9,2,0,Fall,0,64.0,57.57142857142857
Houston,TX,2016-09-22,41,2.6097560975609757,3,1,,,0,2016,9,3,0,Fall,0,73.0,50.42857142857143
Houston,TX,2016-09-23,71,2.535211267605634,4,1,,,0,2016,9,4,0,Fall,0,41.0,48.0
Houston,TX,2016-09-24,18,2.4444444444444446,3,1,,,0,2016,9,5,1,Fall,0,71.0,46.857142857142854
Houston,TX,2016-09-25,6,2.0,2,0,,,0,2016,9,6,1,Fall,0,18.0,45.57142857142857
Houston,TX,2016-09-26,58,2.4655172413793105,3,1,,,0,2016,9,0,0,Fall,0,6.0,47.285714285714285
Houston,TX,2016-09-27,69,2.347826086956522,3,1,,,0,2016,9,1,0,Fall,0,58.0,48.0
Houston,TX,2016-09-28,76,2.3026315789473686,4,1,,,0,2016,9,2,0,Fall,0,69.0,48.42857142857143
Houston,TX,2016-09-29,90,2.2666666666666666,3,1,,,0,2016,9,3,0,Fall,0,76.0,55.42857142857143
Houston,TX,2016-09-30,115,2.2956521739130435,4,1,,,0,2016,9,4,0,Fall,0,90.0,61.714285714285715
Houston,TX,2016-10-01,16,2.0,3,1,,,0,2016,10,5,1,Fall,0,115.0,61.42857142857143
Houston,TX,2016-10-02,25,2.32,4,1,,,0,2016,10,6,1,Fall,0,16.0,64.14285714285714
Houston,TX,2016-10-03,107,2.1869158878504673,3,1,,,0,2016,10,0,0,Fall,0,25.0,71.14285714285714
Houston,TX,2016-10-04,168,2.25,3,1,,,0,2016,10,1,0,Fall,0,107.0,85.28571428571429
Houston,TX,2016-10-05,77,2.324675324675325,4,1,,,0,2016,10,2,0,Fall,0,168.0,85.42857142857143
Houston,TX,2016-10-06,70,2.2714285714285714,3,1,,,0,2016,10,3,0,Fall,0,77.0,82.57142857142857
Houston,TX,2016-10-07,82,2.207317073170732,4,1,,,0,2016,10,4,0,Fall,0,70.0,77.85714285714286
Houston,TX,2016-10-08,21,2.4285714285714284,3,1,,,0,2016,10,5,1,Fall,0,82.0,78.57142857142857
Houston,TX,2016-10-10,45,2.2222222222222223,3,1,,,1,2016,10,0,0,Fall,0,21.0,81.42857142857143
Houston,TX,2016-10-11,103,2.2815533980582523,4,1,,,0,2016,10,1,0,Fall,0,45.0,80.85714285714286
Houston,TX,2016-10-12,73,2.2054794520547945,3,1,,,0,2016,10,2,0,Fall,0,103.0,67.28571428571429
Houston,TX,2016-10-13,85,2.211764705882353,3,1,,,0,2016,10,3,0,Fall,0,73.0,68.42857142857143
Houston,TX,2016-10-14,105,2.2476190476190476,4,1,,,0,2016,10,4,0,Fall,0,85.0,73.42857142857143
Houston,TX,2016-10-15,40,2.175,3,1,,,0,2016,10,5,1,Fall,0,105.0,67.42857142857143
Houston,TX,2016-10-16,27,2.259259259259259,3,1,,,0,2016,10,6,1,Fall,0,40.0,68.28571428571429
Houston,TX,2016-10-17,82,2.2560975609756095,3,1,,,0,2016,10,0,0,Fall,0,27.0,73.57142857142857
Houston,TX,2016-10-18,93,2.3118279569892475,3,1,,,0,2016,10,1,0,Fall,0,82.0,72.14285714285714
Houston,TX,2016-10-19,106,2.2735849056603774,3,1,,,0,2016,10,2,0,Fall,0,93.0,76.85714285714286
Houston,TX,2016-10-20,82,2.3536585365853657,4,1,,,0,2016,10,3,0,Fall,0,106.0,76.42857142857143
Houston,TX,2016-10-21,78,2.371794871794872,3,1,,,0,2016,10,4,0,Fall,0,82.0,72.57142857142857
Houston,TX,2016-10-22,40,2.25,4,1,,,0,2016,10,5,1,Fall,0,78.0,72.57142857142857
Houston,TX,2016-10-23,38,2.289473684210526,3,1,,,0,2016,10,6,1,Fall,0,40.0,74.14285714285714
Houston,TX,2016-10-24,71,2.323943661971831,3,1,,,0,2016,10,0,0,Fall,0,38.0,72.57142857142857
Houston,TX,2016-10-25,84,2.1785714285714284,3,1,,,0,2016,10,1,0,Fall,0,71.0,71.28571428571429
Houston,TX,2016-10-26,127,2.283464566929134,3,1,,,0,2016,10,2,0,Fall,0,84.0,74.28571428571429
Houston,TX,2016-10-27,83,2.2771084337349397,3,1,,,0,2016,10,3,0,Fall,0,127.0,74.42857142857143
Houston,TX,2016-10-29,16,2.25,3,1,,,0,2016,10,5,1,Fall,0,83.0,65.57142857142857
Houston,TX,2016-10-30,50,2.2,3,1,,,0,2016,10,6,1,Fall,0,16.0,67.0
Houston,TX,2016-10-31,79,2.2151898734177213,3,1,,,0,2016,10,0,0,Fall,0,50.0,72.85714285714286
Houston,TX,2016-11-01,83,2.216867469879518,3,1,,,0,2016,11,1,0,Fall,0,79.0,74.57142857142857
Houston,TX,2016-11-02,119,2.26890756302521,4,1,,,0,2016,11,2,0,Fall,0,83.0,79.57142857142857
Houston,TX,2016-11-03,104,2.1826923076923075,4,1,,,0,2016,11,3,0,Fall,0,119.0,76.28571428571429
Houston,TX,2016-11-04,94,2.3191489361702127,4,1,,,0,2016,11,4,0,Fall,0,104.0,77.85714285714286
Houston,TX,2016-11-05,41,2.341463414634146,3,1,,,0,2016,11,5,1,Fall,0,94.0,81.42857142857143
Houston,TX,2016-11-06,29,2.1379310344827585,3,1,,,0,2016,11,6,1,Fall,0,41.0,78.42857142857143
Houston,TX,2016-11-07,114,2.1666666666666665,3,1,,,0,2016,11,0,0,Fall,0,29.0,83.42857142857143
Houston,TX,2016-11-08,158,2.2088607594936707,4,1,,,0,2016,11,1,0,Fall,0,114.0,94.14285714285714
Houston,TX,2016-11-09,139,2.179856115107914,3,1,,,0,2016,11,2,0,Fall,0,158.0,97.0
Houston,TX,2016-11-10,166,2.1686746987951806,3,1,,,0,2016,11,3,0,Fall,0,139.0,105.85714285714286
Houston,TX,2016-11-11,164,2.152439024390244,3,1,,,1,2016,11,4,0,Fall,0,166.0,115.85714285714286
Houston,TX,2016-11-12,98,2.0918367346938775,3,1,,,0,2016,11,5,1,Fall,0,164.0,124.0
Houston,TX,2016-11-13,76,2.0921052631578947,4,1,,,0,2016,11,6,1,Fall,0,98.0,130.71428571428572
Houston,TX,2016-11-14,200,2.12,3,1,,,0,2016,11,0,0,Fall,0,76.0,143.0
Houston,TX,2016-11-15,200,2.15,3,1,,,0,2016,11,1,0,Fall,0,200.0,149.0
Houston,TX,2016-11-16,138,2.210144927536232,3,1,,,0,2016,11,2,0,Fall,0,200.0,148.85714285714286
Houston,TX,2016-11-17,165,2.224242424242424,4,1,,,0,2016,11,3,0,Fall,0,138.0,148.71428571428572
Houston,TX,2016-11-18,195,2.2,4,1,,,0,2016,11,4,0,Fall,0,165.0,153.14285714285714
Houston,TX,2016-11-19,91,2.10989010989011,3,1,,,0,2016,11,5,1,Fall,0,195.0,152.14285714285714
Houston,TX,2016-11-20,76,2.1578947368421053,4,1,,,0,2016,11,6,1,Fall,0,91.0,152.14285714285714
